frame_number static_density dynamic_density
1 0.366656 0.112385
6 0.361279 0.106239
11 0.374609 0.124585
16 0.389259 0.137861
21 0.394178 0.132752
26 0.395373 0.0714772
31 0.397164 0.0690906
36 0.401604 0.0921482
41 0.402977 0.0961388
46 0.403817 0.101167
51 0.403257 0.0894093
56 0.40327 0.0859455
61 0.403565 0.0900128
66 0.40444 0.0924805
71 0.404988 0.115104
76 0.410473 0.0247508
81 0.414091 0.0404789
86 0.418986 0.0770116
91 0.428503 0.102176
96 0.43349 0.126323
101 0.445766 0.105701
106 0.446718 0.116705
111 0.445113 0.115469
116 0.439996 0.119216
121 0.44167 0.141346
126 0.44919 0.137849
131 0.454643 0.142448
136 0.458443 0.155462
141 0.463487 0.156256
146 0.461255 0.167405
151 0.462936 0.136253
156 0.458014 0.130577
161 0.456421 0.131874
166 0.453415 0.130885
171 0.451268 0.123953
176 0.449639 0.121352
181 0.448708 0.110392
186 0.447358 0.0921157
191 0.445166 0.0908314
196 0.444785 0.101747
201 0.446155 0.0645166
206 0.448023 0.0566972
211 0.449534 0.067373
216 0.449667 0.0777165
221 0.447269 0.123945
226 0.447135 0.0446804
231 0.447565 0.0294425
236 0.449501 0.0523094
241 0.44539 0.0317033
246 0.44528 0.0679037
251 0.444859 0.0528766
256 0.445179 0.0750709
261 0.446111 0.0571509
266 0.446645 0.068949
271 0.44579 0.0818899
276 0.446037 0.0242403
281 0.4434 0.0236732
286 0.443522 0.0409813
291 0.442602 0.0709505
296 0.44186 0.104121
301 0.442168 0.0608865
306 0.44306 0.0594522
311 0.445393 0.0460295
316 0.447557 0.0501823
321 0.444085 0.126639
326 0.444361 0.110871
331 0.444988 0.0928813
336 0.445337 0.0295154
341 0.446909 0.0185844
346 0.443991 0.0483997
351 0.444267 0.0398954
356 0.446337 0.0328417
361 0.447249 0.0455676
366 0.447727 0.0307228
371 0.446645 0.028855
376 0.446313 0.0948341
381 0.446795 0.0582003
386 0.447006 0.0469573
391 0.446584 0.0693623
396 0.447974 0.129929
401 0.455562 0.0967627
406 0.461738 0.079961
411 0.458933 0.0658252
416 0.449603 0.109809
421 0.45246 0.153675
426 0.464971 0.158597
431 0.471007 0.188271
436 0.478957 0.229645
441 0.47388 0.257337
446 0.478847 0.258937
451 0.474892 0.271947
456 0.490361 0.279224
461 0.497374 0.279516
466 0.498922 0.282243
471 0.500312 0.30009
476 0.499275 0.269402
481 0.499716 0.283502
486 0.500981 0.26685
491 0.503123 0.269051
496 0.50137 0.265825
501 0.502042 0.179151
506 0.508402 0.0993398
511 0.511798 0.0681021
516 0.518645 0.154477
521 0.525217 0.215955
526 0.526927 0.113006
531 0.52834 0.0960131
536 0.528158 0.157706
541 0.53377 0.11414
546 0.537003 0.139757
551 0.539818 0.101957
556 0.541131 0.0999515
561 0.541467 0.106239
566 0.539806 0.16715
571 0.539567 0.175792
576 0.542731 0.140175
581 0.550093 0.053225
586 0.555643 0.0603598
591 0.561932 0.0694595
596 0.56572 0.0988046
601 0.572377 0.0819948
606 0.577315 0.0874849
611 0.585256 0.0877239
616 0.594502 0.10201
621 0.602395 0.142209
