frame_number static_density dynamic_density
1916 0.452253 0.22623
1921 0.432319 0.402982
1926 0.434483 0.394141
1931 0.447614 0.339673
1936 0.453103 0.271587
1941 0.464618 0.262799
1946 0.449384 0.254842
1951 0.428276 0.208739
1956 0.407479 0.185362
1961 0.385394 0.134304
1966 0.353496 0.06038
1971 0.315473 0.0223199
1976 0.307605 0.0167085
1981 0.308123 0.0216271
1986 0.313431 0.0250669
1991 0.315736 0.0111093
1996 0.318224 0.0205615
2001 0.320566 0.0316101
2006 0.349259 0.0943846
2011 0.371538 0.167977
2016 0.368674 0.170059
2021 0.402006 0.287772
2026 0.417276 0.2736
2031 0.408707 0.261069
2036 0.392334 0.316433
2041 0.399793 0.303298
2046 0.41207 0.345203
2051 0.426926 0.294121
2056 0.416117 0.211993
2061 0.387926 0.158747
2066 0.36401 0.100004
2071 0.355032 0.110246
2076 0.336464 0.032708
2081 0.323321 0.0231464
2086 0.32845 0.0254031
2091 0.32749 0.0200592
2096 0.328409 0.0140102
2101 0.328239 0.0406166
2106 0.326452 0.0694393
2111 0.351183 0.0863099
2116 0.362114 0.126623
2121 0.379609 0.153602
2126 0.401864 0.194575
2131 0.409861 0.236808
2136 0.429754 0.274086
2141 0.447119 0.251957
2146 0.449571 0.269796
2151 0.428908 0.282805
2156 0.441998 0.266826
2161 0.454777 0.275375
2166 0.461826 0.164898
2171 0.490268 0.0782108
2176 0.479872 0.308358
2181 0.445851 0.234568
2186 0.392351 0.179605
2191 0.358537 0.113962
2196 0.341536 0.0757273
2201 0.333194 0.0484199
2206 0.329536 0.0289847
2211 0.32187 0.0198525
2216 0.322462 0.0116117
2221 0.322924 0.0138198
2226 0.322664 0.0115185
2231 0.323345 0.0121506
2236 0.321335 0.0143141
2241 0.322134 0.0165667
2246 0.323365 0.0190179
2251 0.324966 0.0143141
2256 0.325598 0.0242646
2261 0.325249 0.0270278
2266 0.327976 0.0418888
2271 0.327834 0.0927437
2276 0.356272 0.150766
2281 0.357005 0.167478
2286 0.334815 0.153193
2291 0.328584 0.168285
2296 0.355741 0.204274
2301 0.382096 0.196252
2306 0.405295 0.22928
2311 0.371481 0.199522
2316 0.360805 0.145778
2321 0.348477 0.167207
2326 0.351126 0.151333
2331 0.349275 0.0996151
2336 0.334199 0.0831416
2341 0.330054 0.0837209
2346 0.324496 0.0740985
2351 0.327089 0.0490357
2356 0.328624 0.0519853
2361 0.327076 0.0472571
2366 0.32717 0.0548943
2371 0.323543 0.0654282
2376 0.32266 0.0507941
2381 0.319974 0.0535491
2386 0.341326 0.0896726
2391 0.35218 0.109622
2396 0.373475 0.120501
2401 0.376185 0.122097
2406 0.372324 0.14812
2411 0.365104 0.134349
2416 0.357349 0.111105
2421 0.344595 0.0767563
2426 0.323924 0.0230046
2431 0.316194 0.00677822
2436 0.333616 0.0453124
2441 0.331314 0.0853577
2446 0.357998 0.0976582
2451 0.362969 0.0945142
2456 0.358075 0.105324
2461 0.348152 0.11869
2466 0.330111 0.0888299
2471 0.328563 0.0443967
2476 0.323827 0.0340005
2481 0.326193 0.0342962
2486 0.33097 0.0390244
2491 0.332238 0.0408152
2496 0.330942 0.0560044
2501 0.331282 0.0500405
2506 0.330156 0.0566648
2511 0.337266 0.0772304
2516 0.338222 0.114577
2521 0.350474 0.129989
2526 0.352467 0.134705
2531 0.367908 0.172575
2536 0.36807 0.177437
2541 0.371785 0.188425
2546 0.382161 0.224816
2551 0.375448 0.192772
2556 0.362916 0.109359
2561 0.341155 0.0547768
2566 0.323365 0.0321368
2571 0.321757 0.00349648
2576 0.322158 0.0199295
2581 0.322113 0.0443441
2586 0.319853 0.109886
2591 0.320598 0.0766469
2596 0.321327 0.0610404
2601 0.321299 0.0277409
2606 0.321797 0.0432907
2611 0.32251 0.108318
2616 0.322932 0.0644842
2621 0.323471 0.0558261
2626 0.323507 0.0208087
2631 0.343631 0.0568998
2636 0.3349 0.0830929
2641 0.342938 0.121639
2646 0.381959 0.19919
2651 0.421809 0.278839
2656 0.419435 0.309505
2661 0.420955 0.333178
2666 0.413196 0.375411
2671 0.438814 0.317069
2676 0.449595 0.304898
2681 0.435698 0.280334
2686 0.422381 0.217179
2691 0.405255 0.205364
2696 0.380966 0.134454
2701 0.358638 0.107601
2706 0.345057 0.0714974
2711 0.343817 0.0714367
2716 0.346747 0.0708857
2721 0.348898 0.0689895
2726 0.353752 0.0784094
2731 0.359254 0.0698687
2736 0.377644 0.0594644
2741 0.381217 0.0748926
2746 0.378519 0.0841423
2751 0.368341 0.088445
2756 0.366271 0.103156
2761 0.375642 0.119366
2766 0.377376 0.141443
2771 0.383052 0.160668
2776 0.392813 0.133178
2781 0.402508 0.15318
2786 0.408342 0.173608
2791 0.414739 0.166429
2796 0.417811 0.161713
2801 0.420553 0.160404
2806 0.422676 0.113228
2811 0.420229 0.0913905
2816 0.421056 0.0381371
2821 0.422721 0.0325703
2826 0.422571 0.031051
2831 0.423418 0.0312819
2836 0.421992 0.0536626
2841 0.423511 0.0244915
2846 0.424921 0.0342962
2851 0.42441 0.0386354
2856 0.424674 0.0477311
2861 0.424613 0.0371688
2866 0.425598 0.0400899
