frame_number static_density dynamic_density
2871 0.426132 0.192707
2876 0.425683 0.037655
2881 0.423855 0.0413702
2886 0.42031 0.0614172
2891 0.427802 0.0606029
2896 0.427008 0.0558261
2901 0.421088 0.0549429
2906 0.415274 0.0574224
2911 0.416117 0.066271
2916 0.416267 0.0556722
2921 0.413816 0.0644721
2926 0.412706 0.0587351
2931 0.415355 0.0653067
2936 0.41824 0.0913176
2941 0.42452 0.0760878
2946 0.430889 0.0587473
2951 0.430123 0.072166
2956 0.431464 0.0858196
2961 0.444996 0.10519
2966 0.457005 0.128693
2971 0.462762 0.143526
2976 0.469273 0.168799
2981 0.473766 0.177992
2986 0.481424 0.205899
2991 0.497942 0.261324
2996 0.510603 0.254019
3001 0.540949 0.287878
3006 0.546297 0.319107
3011 0.54921 0.3283
3016 0.554619 0.345349
3021 0.574974 0.313305
3026 0.592217 0.197192
3031 0.611259 0.160534
3036 0.62928 0.158407
3041 0.635524 0.166745
3046 0.641869 0.157552
3051 0.647476 0.147768
3056 0.651758 0.148789
3061 0.653885 0.153691
3066 0.661733 0.146892
3071 0.661591 0.173843
3076 0.658585 0.156624
3081 0.659898 0.147537
3086 0.669212 0.147496
3091 0.670756 0.120922
3096 0.675168 0.130861
3101 0.68005 0.146726
3106 0.681541 0.155709
3111 0.68603 0.135779
3116 0.684661 0.100348
3121 0.685495 0.105777
3126 0.687716 0.112726
3131 0.688133 0.120979
3136 0.687841 0.0555668
3141 0.688583 0.0726481
3146 0.68723 0.0794992
3151 0.686715 0.0802771
3156 0.686974 0.0764525
3161 0.691816 0.120282
3166 0.690961 0.102885
3171 0.690888 0.0790374
3176 0.690491 0.0809497
3181 0.690264 0.0941577
3186 0.690321 0.126781
3191 0.692371 0.114569
3196 0.692156 0.0192651
3201 0.689446 0.0792116
3206 0.688862 0.0900413
3211 0.68695 0.0786606
3216 0.68746 0.0416741
3221 0.68682 0.0854388
3226 0.68699 0.0185317
3231 0.68838 0.0355725
3236 0.689413 0.0807795
3241 0.689579 0.035613
3246 0.689782 0.0324123
3251 0.689409 0.0305688
3256 0.687732 0.0326999
3261 0.686914 0.0306499
3266 0.686273 0.040329
3271 0.687477 0.0186978
3276 0.691087 0.0265902
3281 0.691998 0.0290657
3286 0.691038 0.0697391
3291 0.689985 0.00783567
3296 0.690451 0.0162548
3301 0.689766 0.0143789
3306 0.68975 0.0302204
3311 0.688441 0.0556073
3316 0.687278 0.041743
3321 0.687533 0.0409651
3326 0.688895 0.0517179
3331 0.687939 0.055814
3336 0.687586 0.0831213
3341 0.687979 0.0676404
3346 0.686711 0.0618548
3351 0.683891 0.0480431
3356 0.68727 0.0524471
3361 0.683575 0.0702577
3366 0.681314 0.0515517
3371 0.680168 0.0507495
3376 0.679913 0.0314399
3381 0.678677 0.0278422
3386 0.677587 0.0818208
3391 0.680285 0.0287456
3396 0.68097 0.0286119
3401 0.681436 0.0212868
3406 0.681043 0.0164087
3411 0.678466 0.0405194
3416 0.678592 0.0332064
3421 0.678689 0.0458715
3426 0.678616 0.0330362
3431 0.679669 0.0366421
3436 0.692958 0.114922
3441 0.694121 0.0113078
3446 0.695503 0.0330322
3451 0.697265 0.0379994
3456 0.698452 0.0275707
3461 0.698424 0.0591079
3466 0.698189 0.0217122
3471 0.698959 0.0192164
3476 0.699781 0.0189207
3481 0.700194 0.0189288
3486 0.699818 0.0272425
3491 0.702046 0.0976704
3496 0.705397 0.0563731
3501 0.706154 0.00740621
3506 0.706219 0.0274411
3511 0.701438 0.0571185
3516 0.700835 0.0211733
3521 0.701094 0.0466615
3526 0.701446 0.0617089
3531 0.701783 0.0712868
3536 0.696471 0.157536
3541 0.697419 0.134932
3546 0.699088 0.00938336
3551 0.698671 0.0200024
3556 0.698598 0.0196743
3561 0.698063 0.0337331
3566 0.698379 0.0209626
3571 0.69763 0.0538206
3576 0.698055 0.0462847
3581 0.69872 0.0239689
3586 0.698464 0.0206385
3591 0.698622 0.0167126
3596 0.695333 0.0348797
3601 0.696362 0.0108217
3606 0.69972 0.0171339
3611 0.699538 0.00727251
3616 0.700583 0.0157767
3621 0.70207 0.0469168
3626 0.697999 0.0267158
3631 0.696601 0.0340937
3636 0.696969 0.0339235
3641 0.698416 0.0293291
3646 0.700798 0.0304919
3651 0.703618 0.0243376
3656 0.705036 0.0215339
3661 0.706053 0.0138036
3666 0.70771 0.0169881
3671 0.705093 0.0238311
3676 0.704056 0.0274978
3681 0.703918 0.026019
3686 0.706535 0.0222753
3691 0.704505 0.0298355
3696 0.699955 0.0719148
3701 0.69842 0.0796816
3706 0.700105 0.0706466
3711 0.701775 0.0718661
3716 0.702245 0.0649745
3721 0.700737 0.10536
3726 0.700271 0.0696621
3731 0.700377 0.0773965
3736 0.700563 0.0674419
3741 0.699579 0.078539
3746 0.695397 0.116239
3751 0.694506 0.0992869
3756 0.694437 0.0860668
3761 0.69372 0.0114294
3766 0.691775 0.0157078
3771 0.688506 0.0294628
3776 0.690167 0.0369703
3781 0.694676 0.0471923
3786 0.696183 0.0383113
3791 0.697265 0.0360344
3796 0.696455 0.0612187
3801 0.697723 0.0669516
3806 0.699169 0.0733166
3811 0.711583 0.0825825
3816 0.732048 0.098424
3821 0.759878 0.113313
