frame_number static_density dynamic_density
961 0.778604 0.445592
966 0.773252 0.0422737
971 0.77311 0.0321732
976 0.770898 0.0128069
981 0.768349 0.0246739
986 0.756863 0.0305405
991 0.756081 0.0416984
996 0.762989 0.0287943
1001 0.762195 0.00865408
1006 0.761709 0.0129001
1011 0.759805 0.0665586
1016 0.752236 0.0346123
1021 0.753744 0.0324204
1026 0.752646 0.0322016
1031 0.752026 0.0294668
1036 0.752674 0.0317519
1041 0.757366 0.0869379
1046 0.756551 0.0370189
1051 0.757503 0.0332793
1056 0.758208 0.0353172
1061 0.758253 0.0301839
1066 0.752245 0.055502
1071 0.751017 0.0270156
1076 0.750632 0.0307147
1081 0.751856 0.0301232
1086 0.753448 0.0304027
1091 0.756592 0.0604449
1096 0.75818 0.0356576
1101 0.757957 0.0248521
1106 0.755214 0.0313994
1111 0.754542 0.0295316
1116 0.755409 0.0683575
1121 0.755255 0.0261365
1126 0.755389 0.0381249
1131 0.756069 0.0316222
1136 0.757653 0.033016
1141 0.763431 0.0483348
1146 0.762552 0.0448059
1151 0.762479 0.02484
1156 0.757451 0.0323637
1161 0.757033 0.0348148
1166 0.754919 0.0391865
1171 0.755575 0.0283648
1176 0.754663 0.0449234
1181 0.755672 0.0405397
1186 0.758682 0.0372863
1191 0.766555 0.0476177
1196 0.766806 0.0208938
1201 0.768451 0.0200267
1206 0.77025 0.0190098
1211 0.76796 0.00929422
1216 0.771364 0.114342
1221 0.768236 0.0426627
1226 0.768256 0.0412203
1231 0.76636 0.026886
1236 0.766644 0.0257799
1241 0.755782 0.0490155
1246 0.759306 0.0357264
1251 0.761397 0.033883
1256 0.757345 0.0330362
1261 0.752159 0.0312009
1266 0.753262 0.0424236
1271 0.75235 0.0231667
1276 0.752382 0.0222915
1281 0.75265 0.0279272
1286 0.753602 0.0315534
1291 0.750409 0.0407382
1296 0.75079 0.0298234
1301 0.751787 0.037655
1306 0.75177 0.0298801
1311 0.748639 0.0312941
1316 0.739737 0.0345393
1321 0.732813 0.0292237
1326 0.728336 0.0399319
1331 0.725342 0.0135443
1336 0.724974 0.0177376
1341 0.726108 0.0860627
1346 0.726801 0.039154
1351 0.728122 0.0445912
1356 0.728551 0.0482943
1361 0.730581 0.045045
1366 0.727842 0.0508306
1371 0.731375 0.0458188
1376 0.734154 0.0422494
1381 0.730245 0.0305891
1386 0.731468 0.0335427
1391 0.7308 0.0345434
1396 0.732477 0.0301677
1401 0.734458 0.0174257
1406 0.737262 0.0146301
1411 0.740394 0.024605
1416 0.754748 0.0296208
1421 0.755664 0.0412001
1426 0.756807 0.092691
1431 0.755222 0.127919
1436 0.7547 0.171749
1441 0.759878 0.23099
1446 0.761713 0.283243
1451 0.765712 0.358298
1456 0.770468 0.278859
1461 0.778101 0.374054
1466 0.795952 0.378887
1471 0.795239 0.332562
1476 0.803395 0.280824
1481 0.806875 0.374398
1486 0.811279 0.123462
1491 0.828264 0.167721
1496 0.82926 0.41386
1501 0.830472 0.323556
1506 0.837124 0.443834
1511 0.842942 0.647055
1516 0.847901 0.498659
1521 0.846317 0.473442
1526 0.833709 0.564999
1531 0.825399 0.621927
1536 0.816939 0.485585
1541 0.803825 0.65265
1546 0.801463 0.5258
1551 0.79229 0.630107
1556 0.764399 0.61478
1561 0.758326 0.593627
1566 0.756734 0.670302
1571 0.75468 0.661105
1576 0.753796 0.673341
1581 0.767369 0.638814
1586 0.772563 0.667409
1591 0.766449 0.560153
1596 0.756171 0.556985
1601 0.751783 0.65502
1606 0.75066 0.704963
1611 0.752431 0.679321
1616 0.748845 0.681877
1621 0.719378 0.702083
1626 0.703338 0.671396
1631 0.70942 0.653189
1636 0.727806 0.605976
1641 0.723855 0.559598
1646 0.717097 0.621384
1651 0.706089 0.611437
1656 0.710084 0.621672
1661 0.720732 0.592355
1666 0.73031 0.481784
1671 0.74654 0.473592
1676 0.754987 0.562434
1681 0.736768 0.550365
1686 0.715153 0.439519
1691 0.703586 0.639851
1696 0.714504 0.44387
1701 0.716384 0.618143
1706 0.7233 0.601361
1711 0.707516 0.626764
1716 0.683304 0.555773
1721 0.669265 0.577595
1726 0.654761 0.559039
1731 0.646066 0.525395
1736 0.547314 0.567527
1741 0.509205 0.55363
1746 0.461134 0.503367
1751 0.41211 0.556017
1756 0.380322 0.482283
1761 0.368872 0.551629
1766 0.368195 0.544312
1771 0.377583 0.503424
1776 0.381278 0.559517
1781 0.377583 0.5302
1786 0.369958 0.415262
1791 0.348136 0.35269
1796 0.323017 0.430545
1801 0.322223 0.413475
1806 0.322271 0.471554
1811 0.318183 0.431861
1816 0.305389 0.507013
1821 0.292606 0.491164
1826 0.282898 0.473179
1831 0.272028 0.472381
1836 0.25673 0.447249
1841 0.240669 0.433547
1846 0.221449 0.414545
1851 0.194162 0.387209
1856 0.165692 0.300725
1861 0.157722 0.279216
1866 0.141917 0.275067
1871 0.152625 0.250648
1876 0.171538 0.286132
1881 0.207824 0.341532
1886 0.22892 0.335986
1891 0.251422 0.382619
1896 0.292719 0.431497
1901 0.295932 0.466563
1906 0.335382 0.483494
1911 0.3824 0.38806
